,Unnamed: 0,post
78,78,  love
79,79,  good criticism arm look long vampire chair
80,80,  Fallout buy summer junior year dis play game straight week
81,81,  try arena code brother wife pm greatly appreciate
82,82,  honestly go antidepressant bit work Encourage talk therapist continue self harm remotely unstable professional involve forcibly treat safe environment take
83,83,  american government
84,84,  end mass effect
85,85,  happen frequently find actually severe anxiety year turn able work remain high function member society
86,86,  poke Hard hurt ball
87,87,  bit dungeon get bundle deal play internet month game far good game play
88,88,  mean feel way end get treatment october turn severely depressed year
89,89,  permission use concept art upcoming dnd boss
90,90,  hand draw game lookin cuphead
91,91,  little girl kill parent sibling undead puppet take care fight twist father necromancer council girl plan notice father actually dead
92,92,  kid
93,93,  Love Wellbutrin feel nice walking long feel like pull car
94,94,  thing receive treatment professional life go e r long fend emotional need end life turn depress horribly anxious now and suicidal depress straight year meditation exercise great help bite true real reason able survive long wonderful people hospital help part cut toxic people life yes mean toxic family b have real friend life way real C Pet find group therapy hospital helpful city free program similar aa people mental illness p S thing help week month need professional help ok
95,95,  mean suggest meditation cope skill mental institution help anxiety dangerous major depression
96,96, 
97,97,  Neil self important dick
98,98,  write make dnd campign
99,99,  ask tiny easel stand work super crisp d
100,100,  money nt buy happiness buy know feel financially stable future man alot stress go forever drug brain think happy buy synthetic happiness
101,101,  Pre post market crash
102,102,  free trade law literally prevent competition
103,103,  kill industry
104,104,  hey diamond useful worth penny lazer drill surgical equipment ring jewelry fuck
105,105,  millennial kill insert bad business model dare kill america treasure we mean business supply consumer want go result capitalism dare want handout give grossly irresponsible bank investor bailout money literally break money work Us want affordable schooling healthcare home simulate economic growth somthing problem generation nt interfere consistently think pro capitalism baby boomer know bankrupt shitty business understand basic economic
106,106,  love roommate live shithole house fuck away county beatification bill sooooo proud vote illegal rent home mile college hot iron brand shove asshole
107,107,  god hate shit grow ill pay dollar hour help yard ok want yard Blank blank blank hour later mom far get know work hard year old I why work hard efficent pay hour mom want work house quote money long take
108,108,  Abzan magic gathering color combination name magic gather Khan Tarkir block lore game realm tarkir tribe diffrent color magic Abzan tribe white green black color combination Abzan deck deck consist say color extremely popular color combo modern format mtg currently
109,109,  paper thoerize stress effect thing like predisposition cancer like heartbreak syndrom literally kill people
110,110,  Adrenline Pumpkins new album Raging Pie
111,111,  jeez great paint
112,112,  Space Odyssey grab
113,113,  Lol wake general maybe time weird liver function fine scarred moral story die experimental drug trial
114,114,  dude holy shit thing renal splenal shunt luckly fully burst find band course month total Lived extende internal bleeding
115,115,  want long time killer like mid fantasy Wheel time series pretty dope
116,116,  chemotherapy experimental drug fuck brain weird way like day feel emotion day lose min time mid activity mind go blank completley unaware body passage time accord wife pace somthing break honestly terrify gon na happen day year later memory transpire
117,117,  blood covenant thick water womb blood thick water honestly people family everthing medium family people close family bullshit toxic people share genetic cut hard majority family year ago maybe year rarley talk time different reason time learn home family heart genetic far happy breathing room
118,118,  drive like blind drunk stupid combination nt trust turn signal lack meaning going expect check go green light save t bone avoid car blind spot law dictate physics granddad give advice start drive crashed year drive
119,119,  gentle kind people thing wise man fear sea storm moonless night wrath gentle soul unknown Heard long time ago remember day
120,120,  live opinion sex know compatible share fetish fantasy Know fight amd mad somtime hate maybe day week sunshine rainbow worth Know want kid mau important s o os mind reader partner know upset want sex ect ect clear expect instinctively know thing
121,121,  learning cook non boxed meal actually save alot money perpacke day worth meal heat microwave kinda suck elective taking cooking and or nutrition class help thimgs great life skill Sams club Costco Aldi brand save ton grocery enrich rice rice cooker friend espically dorm previously mention Chegg com buying book campus criminally expensive roommate live campus area cheap Bike walk public transit safe realistic Spend time dig scholarship change jar use cash add alot time shop publix advice save money legitimately find cheap free hobby like DnD World Warcraft League Legends have somthe fun involve leave house save spend shitload money year sure actully study
122,122,  Chegg com rent buy book save insane money semester semester save dollar total year probably grand save
123,123,  strange grow suburb outside atlanta explode size grow walk bike friend house summer middle school parent let leave use stove work let bike mile away mere year hit highschool especially get old gas guzzling truck cellphone summer spend actual week see parent day sure alive jail funny friend job car car job take trip FL spur moment good time weird have super overprotective phase imagine like live like childhood Edit occur right finished chemotherapy remission weird overprotective time kick child POV super weird
124,124,  Yo get growlithe add
125,125,  add plz
126,126,  word
127,127,  yup yup
128,128, 
129,129,  plz add try eevee day
130,130,  add plz d
131,131,  get fire eevee D
132,132,  add
133,133,  go offline add friend leave work bit leave ds connect peep add
134,134,  Slugma flame body breed d
135,135,  certainly
136,136, 
137,137,  add
