,Unnamed: 0,post
107,107,  kind dog
108,108,  second give
109,109,  bonjour
110,110,  break buy thing actually need
111,111,  nt know mention woozi seventeen look like mini version yoongi bts
112,112,  time see cup apple juice counter questioning take sip taste bit strong usual confused realize nt juice wine
113,113,  fuck bitch Claire
114,114,  m opposite m year old girl look
115,115,  Ill try
116,116,  feel like people forget celebrity people deserve respect normal people
117,117,  type people reason nt like tell people m kpop fan swear psychotic yeah
118,118,  ve date guess nt worry like
119,119,  wait license plate think mean plate eat
120,120,  cyberbullie depression bad
121,121,  Rest Peace peace
122,122,  know
123,123,  welcome
124,124,  plan well s dumb like control period
125,125,  yeah ve actually learn lot korean culture kpop
126,126,  m American nt like talk stranger feel like fit finland
127,127,  fourth grade teacher lot story bitch stand particular spelling test mark answer wrong spell word right apparently wrong capitalize nt suppose
128,128,  think food portion ask box restaurant home go Japan summer ask box waiter look confused
129,129,  mom teacher year year old kid class say excited new twilight movie hear sex good Yep year old say
130,130,  similar problem m bad explain thing lately ve forget lot thing basic thing actually start frustrating feel stupid
131,131,  like hermione Ron agree harry ginny thing nt chemistry
132,132,  wait long tell
133,133,  wow shock
134,134,  step wait parent leave Step clothe difficult
135,135,  stranger thing
136,136,  wow hair color beautiful
137,137,  pm want
138,138,  Sarahs dad got go
139,139,  nt ferb adopt
140,140,  Howdy
141,141,  yes nct bias
142,142,  haha
143,143,  s feel day
144,144,  bts jungkook Exo baekhyun Twice Momo Blackpink Lisa s think
145,145,  kind thing say oh shit m dream probably wake
146,146,  thank cyber bully middle school people like turn computer mean guess help people nt know people everyday school simple
147,147,  send iPhone
148,148,  supervisor got catch steal
149,149,  d happy friend
150,150,  fair thought giant ice cream sandwich see actually
151,151,  opposite problem try tell people bully instead actually tell fault shy apparently easy target
152,152,  song irresistible fall boy think say waffle actual line war wound
153,153,  m relate
154,154,  point ravenclaw
155,155,  second think gassy
156,156,  Retail nt asshole
157,157,  m California m break fuck
158,158,  get bad s way
159,159,  nt relate nt friend
160,160,  harriet potter
161,161,  s annoying
162,162,  happy birthday
163,163,  nt allow watch mom hate think weird
164,164,  France
165,165,  oh god remember watch movie plane try hard cry song start play
166,166,  honest nt wrong
167,167,  take minute
168,168,  panic disco fandom read milk fic day m remind look milk kind remind similar happen Dan Phil like creepy fanfic
169,169,  cut thing ve read m happy
170,170,  similar experience middle school obsess twilight actually wish vampire
171,171,  happy birthday maximus
172,172,  happen time d like admit
173,173,  s cute m glad finally dog
174,174,  sex life
175,175,  Remindme day
176,176,  happy birthday
177,177,  yes good boy
178,178,  Suki nice
179,179,  prettiest cat ve see
