,Unnamed: 0,post
85,85,  hi personal feel free answer make uncomfortable nt want topic happen cope change social romantic life
86,86,  leave mind heart open ll work bump road worth ll good decision ve ll
87,87,  cat diarrhoea homework teacher nt believe note parent parent come school tell face face
88,88,  fair encounter asshole driver Europe ve get ta write number country positive system personally kinda think personalised number plate tacky prefer simplicity european system
89,89,  second add argue people bring race thing attempt compare people call stupid unintelligent worthless blond go blonde joke meet bf parent world suddenly aware difference accumulate collection story race directly mention lot ridiculous circumstance year Edit guess white person world different experience live Northern Europe majority white
90,90,  s lot country state province easily regular basis chance gon na similar best way different avoid issue completely
91,91,  s actually pretty useful reason bore numberplate roadtrip country problem pretty useful Europe ManUtd1 different country s room bit confusion imagine road trip different country common
92,92,  Yep
93,93,  Haha drink alcohol watch television course basically thing
94,94,  s basically nouc cham
95,95,  undergrad Anthropology MSc Coastal Marine Resource Management literally aim job human utilise exploit ocean sustainable write dissertation topic think clue anthropology degree incorporate focus specific need job want make sense
96,96,  mean time hoover table sofa
97,97,  personally nt need drink alcohol have dinner kid
98,98,  dish
99,99,  think forgot word dad hehehh
100,100,  ve see message reply
101,101,  uncle think creepy keep make flirty rhyme kind sleazy day go downstairs room family follow start ask question weekend suddenly dad sprint stair burst door tell uncle upstairs leave year later s court accuse sexually abuse daughter period year convict prison
102,102,  personal opinion alcohol kid young whatsoever nt need beer glass wine fancy dinner fair have party alcohol house kid cool book
103,103,  overcompensate mother basically control life s try pretend like actually control way pretend nt care try sad basically shut emotion nt know hang weird time
104,104,  begin nearly day go bit time week nearly day live depend thing ve got go
105,105,  probably direct translation native language
106,106,  look identical twin girl parent pink hair tie purple one remember correctly bracelet kind girl baby
107,107,  cat training Shell knock window let yes knock paw long open door shell attack leg bite nt hurt shell way open quickly s fine s train puppy dog sort tactic ve nt like like energetic shell slap claws take little learn
108,108,  problem ll time promise okay way try focus take care right happen future wo nt know thing turn try enjoy aspect life let time thing Hopefully mum come ll reconnect late time position rule
109,109,  Fuck remember parent picture cousin give peck toddler dress sailor costume kiss cousin damn
110,110,  ish couple nursery kiss haha
111,111,  feel know rough try care feel like shit have anxiety try calm pet case maybe bring pet room bed find music make relax personally listen podcast story head day dream go year easily close eye switch right continue left time like run head go crazy outside run nt run anymore yoga help know calm try find PM time
112,112,  Jeg skriver p dialekt nr jeg sender meld til chatter me familie og venner man ikke nr jeg skriver offentlig eller en profesjonell sammenheng
113,113,  know super important party house specific night kid stay else house night
114,114,  hopefully shell realise s unfair hypocritical m cross finger
115,115,  think thing m uncomfortable kid house time party dog tbh
116,116,  Marley
117,117,  family call Gia little nt pronounce properly call username btw
118,118,  new sex talk ve see condom rubbish want sure know camera hallway thing definitely accuse solid evidence
119,119,  ll alright good end nt end try stay positive talking wait happen
120,120,  poisonous jellyfish sting nearly drown nt use right arm deep urgent medical treatment sting man fish ocean find doctor stay hotel family Norway realise seriousness situation apparently grow man die week thing tiny year old female luckily sting right shoulder sting literally bubble white puss rapidly grow take feeling movement right arm get lucky Edit word
121,121,  great name suggest m gon na repeat Vera like short name v sound Vega pretty badass opinion
122,122,  actually painful look picture want bad nt grow call Goya username ve plenty breed bernese wish list get ta permanent place live m allow animal
123,123,  loooove fish sauce m ask extra fish sauce vietnamese restaurant Nouc cham spring roll bn etc extra fish sauce pho
124,124,  disabled child access medical attention need
125,125,  mum sound like great person feel hopeless deal assume live negativity come parent time know urgent intense feel time think Speak therapist counsellor mum Try enjoy part life feel mum say opportunity pursue relationship strike
126,126,  suks souk Marrakech high scary list especially go think amazing terrifying experience d Malta nearly die
127,127,  separate occasion separate pair boot remember exactly look find lot expensive
128,128,  nt read want cry read headline restore faith humanity read comment
129,129,  take let stay couch drunk barely walk teenager lose wallet phone leave woken speak alive state ETERNALLY GRATEFUL ll happy know happen Thank help hope life continue treat kindness generosity actual hero forever kick get thank properly act kindness
130,130,  agree relationship shell value relationship s okay help s help logical option end relationship
131,131,  hug mean lot people end love adult fine time ll great understand heartbreak hope people talk like parent friend
132,132,  legally obligate help s op question
133,133,  Yep IBS rug shove bowel relate nt figure Ugh
134,134,  problem
135,135,  problem m
136,136,  agree nt forget happen protect baby m say work
137,137,  feeling intense teenager sense urgency attach stressful remember time m cross finger ll chance nt rest live send hug way
138,138,  uhscuse planning pay absolutely family Rent mortgage food clothe bill phone spend money wife girlfriend child
139,139,  whale introduction job study London Norwegian Bajau Laut Introduction anthropology introduction coastal marine resource management marine spatial plan marine conservation animal behaviour primate biology behaviour evolutionary anthropology
140,140,  IBS literally bowel belly relate doc nt figure call IBS s bunch people different symptom diagnosis medication treatment common
141,141,  case precordial catch syndrome
142,142,  type storm love especially thunder storm northern light
143,143,  sex issue get place bit rut year ago last month busy start flirt touch normal setting put arm cook thing like suddenly sex amazing think maintain mental connection maintain sex life easy
144,144,  think s olympic skier remember correctly
145,145,  honestly look like need step talk parent apartment bf nt live anymore set boundary tell incredibly unfair expect choose happiness life live extension person feeling love guy need stand relationship
146,146,  Sam Cooke Portrait Legend vinyl Damn s smooth shit
147,147,  commit relationship help help luck nt think place expect afford pay bit tbh
148,148,  nt matter s pay month owe
149,149,  downvoted vibrator play nt realise orgasm buy know exactly make orgasm boyfriend know happen easy orgasm vibrator know stimulation need tendency squirt sex ex think mean orgasm fact nt feel happen Vibrators nt away sex life add right
150,150,  resilience integrity patience compassion understand curiosity
151,151,  actually looks fill yummy
152,152,  ve receive end creepy message female female sure lot creepy dude interesting hear guy receive message like woman
153,153,  wow okay leave Hats calmly continue discussion
154,154,  think read comment misunderstanding white cruel race thing
155,155,  mother pass away night m heartbroken school let goooo let goooo
156,156,  tell straight wanna hang feel like feel like friend potential
157,157,  ve fwb turn relationship twice nt cheat past fwb issue maybe hold long love time finally come basically m try nt know nt try
158,158,  ah m sorry hear honestly hope guy relationship boyfriend year parent thing happen right beginning relationship nt change experience world force stay away nt think able fully honestly m root guy parent nt know s good think act place love protection child m sorry happen
159,159,  similar happen teenager parent refuse let boyfriend luckily come allow come visit curtain room open bedroom basement slowly surely start let control nt know lady like shell stand firm maybe suggest set parent bf sit chat thing
160,160,  collar attach note collar
161,161,  bernese mountain dog favourite ve grew arrive good childhood friend unfortunately pass
162,162,  gamer Nintendo wii favourite Zelda Twilight Princess Super Mario Bros mini Super Nintendo favourite Yoshis Island Kirby PS4 favourite Fortnite
163,163,  okay s pissed think way little food start day low calorie automatically mean toddler sized portion ask op okay genuinely curious eat disorder involve hey nt agree nt believe breakfast important meal day try close equally sized portion meal s business nt mean nt sub comment freely m different opinion come breakfast person call stupid think healthy dad strong
164,164,  know right friend similar nt speak tbh send text apologise yeah nah nt believe think right time sleep try sleep fuck ask hang watch film try kiss way ll find pressure girl obviously uncomfortable situation girl end sleep dude shed probably piss day ta daaa friendship potential ruin
165,165,  Uhm scuse woman think mean people happen time point regardless gender experience way line pretty damn sure woman nt evolve planet cheat man pretty sure woman nt gender cheat people cheat cheater cheat
166,166,  kid m sorry food toddler okay
167,167,  Ed Sheeran ft Rammstein
168,168,  hmm possibly thing haha yeah coffee shop work customer day office building get know people habit pick time toilet queue twice day exact time people coffee twice day morning lunch yeah basically know people toilet habit
169,169,  point nt try anymore m tired varie experiment bit work coffee shop sit small cup food belly soak bit dolce gusto machine home use hot chocolate cold day find coffee pod lot weak normal actually couple day feel shitty
170,170,  agree comment possible feel love ex bring joy dark place go wo nt work way compatible literally want completely different lifestyle new girl potential d nt rush ready let ex completely nt want fuck great hung ex let know care ready new relationship Hang pressure try form relationship form naturally
171,171,  like use athletic wear case usually comfy give stretch actually make feel productive energetic slightly athletic dress dress sweater fabric sweater dress tie string waist t shirt dungaree clothe day m hang house thing pop run errand etc m stay night ll pyjama
172,172,  feel ill immediately spend hour bathroom tmi yes know build tolerance bear magical power work coffee shop year study able small cup day coffee stomach seriously uncomfortable bathroom
173,173,  Ailyn Marina
174,174,  maybe bit space straight ask feel reject try flirty relationshipy call basically stop move hard tell talk nt want right try focus thing little ask happen s time digest
175,175,  let know outcome study
176,176,  honest god report shit woman like call fucking police
177,177,  excuse female friend try super uncomfortable frankly pissed like guy friend kiss normal setting instead try sleep have clue actually wants nt ask stay house invite night nt night time creeper normal time sweeper sweep foot yeah bad
178,178,  tbh kind funny
179,179,  Silas mean forest wood nt tie star sky theme nature base
180,180,  think pasta sausage meal second tip
181,181,  happened genuinely mortify honestly try tell understand reject advance nt think s reason gentle nt want tell nt want feel embarrassed kind silly see pick nose eat mental image burn brain hard suck bogey fingertower laugh super embarrassed wo nt feel like suddenly reject nt understand
182,182,  want throw mix obligate share thought feeling want honest maybe s ready nt push s comfortable feel well decide want share share relationship person entitle privacy check message ve burn thing cross hard line check browser history think entitle know choose share force innermost private thought potentially confusion okay certainly situation well maybe believe try figure think second suppose people love sorry bit harsh thought need tough love
183,183,  ah okay think couple good bit stretch kid m sorry feel bad try embarrass humiliate word hurtful say right way context
184,184,  understand caution time let quickly grab look completely shocked OP stay away leave second get chance believe s work long perfectly clear underline extra measure happen therapy accept term good chance happen know s scarred life heartbroken horrible severed cord brain body rest brain realise maybe future argument walk away escalate
185,185,  honestly love sorrowfully receive letter like break nt think bad especially give letter ve clarify comment friendship happen right away estimate month genuinely issue
186,186,  feel constantly bring mood purpose get tiring care want help feel positive experience try positive possible try share positivity natural dad die wo nt tell nt visit anymore kinda way People stick rut nt feel stop addicted bring feel purpose familiar probably reason able change way think effort friend like end passive life spew waterfall negativity good happen eventually end take charge life seek want instead ride wave positive person nt know tell try stay positive share positivity understand exhausting mean nt love care good luck man
187,187,  honestly pretty damn happy m cuddler wake soon toe touch toe share bed wake multiple time night problem fall asleep quickly need bedroom get d okay give space disappear need clock bit space bed
188,188,  breathe fucking breathe ll fine
189,189,  Stella Dawn Lake Luna Julie Lake potentially Juliet instead Julie Luna Juliet Lake
190,190,  Georgia Julie mouthful imo Georgia Dawn work well
191,191,  m super curious childhood frienemy rhyme Abigail awful ve think easily rhyme like Cooper thing nt worry
192,192,  m year old serial monogamist barely single year relationship year year long relationship current pass year m happy live single life prefer relationship
193,193,  especially Captain America understand sentiment want think superhero look soldier war damn poor superhero
194,194,  guy meet tinder ve year live
195,195,  McDonalds month KFC interval
196,196,  honesty cheating treat badly period time make effort communicate actual problem try find solution relationship People thing use throw away feel point d throw away understand family thing make difficult good thing fall apart room amazing move forward know want great relationship family invite s deserve happy feel like walk eggshell worthy nt treat right ll okay ll tough okay ll potential great moment nt sound like
197,197,  different association Vladimir Vlad Vladimir Putin Vlad vampire Vladimir human fur Vladimir paper Vlad mention Mir
198,198,  handle caffeine little food coffee breakfast morning immediately cup alive
199,199,  love Malachi Malaki Hebrew meaning bit cheesy angel angel messenger God gorgeous easily shorten Kai Kenai gorgeous mean black bear Native American hehe Cameron Xavier Koda little bear Gabriel Samson sun Caleb Ezra Silas forest wood Idris Levi Micah dunno man
200,200,  fish sauce nt veggie sound great
201,201,  oh gosh gorgeous kitty
202,202,  smoked salmon poach egg hollandaise favourite breakfast combo especially asparagus english muffin bagel sandwich Ill
203,203,  yeah s suppose eat touch Buffets people dinner food dessert food plate super uncomfortable dinner touch cake madman
204,204,  haaah giggle
205,205,  course nt need borrow clothe right
206,206,  boyfriend exact hight size clothe great straight work sleepover move
207,207,  ah man Viet Food Soho
208,208,  basic m pleased Las Iguanas
209,209,  yeah nt rape action sure rapey well check dude s cool
210,210,  food quirk panic intensifie
211,211,  Dekshit obvious reason
212,212,  Bor England og har britisk han si college Kan vre dette er slang man slik jeg har forsttt det er da high school og college UK det samme Det blir s college og uni University UK
213,213,  Team Coralie Rosalie feminine Cori work tomboy feminine character Rosalie easily ironic go goth phase
214,214,  America Hehe thinking origin
215,215,  m panic cherry touch runny egg yolk look delicious nt like cherry egg
216,216, 
217,217,  Tenker ikke si s veldig mye om denne saken man har en kompis som vknet etter en natt med feste med hodet fanget p en like blacka ut Trond Giske Helt rlig tenker jeg de aller fleste har vrt litt pgende fylla en eller annen gang man han er en maktposisjon unge AUF jenter gjr dessverre saken ganske mye mer seris
218,218,  norwegian live England nt follow forum native language norwegian difficult here current Tora Ada Freya Frya Selma Nimh Silas Koa Jonah Falk Bodhi yeah good mix origin list definitely long one think right like thing short name hehe
219,219,  Surveillancevan003 GEWTOFFMAHLAN
220,220, 
221,221,  hurt Pranks people fall crash thing mean joke aim person group people racist sexist homophobic joke etc tastefully dark joke great know audience
222,222,  look yummy pretty definitely eat x2
223,223,  nt like mayo use creme fraiche mix spring onion sweet corn red onion sweetcorn salt pepper feeling bit adventurous pop soy sauce curry powder little bit curry powder pasta mix sandwich Rocket great salad leave want milder
224,224,  Pasta
225,225,  understand fuck people angry automatically focus understanding intention action s lead action s take m good forgiving
226,226,  discrimination and or bully nt fucking dick simple
227,227,  actively avoid people look speak hood
228,228,  s guarantee snow winter uncomfortably close bring wolf population extinction know nature lover choose money preserve nature concerned stay friend big guy s right innocent stereotype go Guess country
229,229,  malibu orange juice pineapple juice prefer
230,230,  plan boyfriend time camping know ex happy look forward overhear friend say guy come bring acid weed ex nt choice join ex country idea camp site know drug life fuck guy
231,231,  wholeheartedly agree Fuck people like
232,232,  honestly m sure remember came start young m assume tiny turn slightly psychotic phobia year point life proudly touch ketchup bottle pick handed boyfriend ah thing one love
233,233,  eat piece tomato year bow crowd enjoy tomato base meal spaghetti bolognese bacalao etc remember ketchup thing came generally eat lot shit kid normally hate weird food base quirk know come bad ketchup thing
234,234,  s actually thing bug remember start young nt remember parent clue
235,235,  shower glass reg m rebel nt live conscious brain rule
236,236,  multiple time day thing m repeat rarely sentence actually try string Guess new thought pop head distract subconscious subconscious confusion start repeat
237,237,  badum tssss
238,238,  milk bin banana peel fridge Apple way core handbag brand new phone public bin collect realise
239,239,  oh gosh thank
240,240,  okay bit long TLDR good friend get new gf beat ex gf lose baby weirdly reason break contact good friend year special guy smooth talk sun go super protective make female friend weirdly dependent hard describe relationship break kid waaaaay young drift girl year care manage sleep female friend weird magical power s thing start sleep girl let a kid recently split baby daddy s sex fall break s wo nt let call constantly pain jackass ass tell s pregnant send scan douche freak way have kid nt want love birth definitely cool have especially chickadee flip shit convince girl s head heel douchmaster help problem hash plan s call girl meet try convince abortion time new girl let b hiding corner ground school late evening wait cue Cue put headphone walk away b jump attack kick stomach multiple time fix problem man dream cough Douche suddenly feel bad turn stop call police b run Douche wait police B pick city centre way police station B minor get slap wrist Douche go prison befriend drug deal commercial diver go straight commercial diving school call get Starts diving sell drug Dates b good year man word Plot twist pregnant send scan preggo kid obviously nt happen informed morning told soon get oddly reason stop have contact easily fuck thing s nt know B outsider perspective mutual friend nt look like life change slight new bf Mr Douche welcome right friend group question ask
241,241,  dude witness murder nt nt well ass police station ASAP family fucking deserve know come contact Actual fuck
242,242,  got ta know audience kind joke know
243,243,  feel thing ketchup Literally deal come near wo nt try fight fear touch walk run away depend situation throw ketchup honestly speak fine people find ridiculous nt mean real person happen mock person threaten phobia straight disrespectful horrible d locked casket snake rat spider ketchup
244,244,  sharp pain boob chest area like s needle ve strike long thin sharp object touch skin confuse little concerned heart boob nt remember have feel right left get restless leg syndrome pain ass try fall asleep
245,245,  Hei write hi hey norwegian common people twice like hey hey kind cute think come time life give new hello
246,246,  ow heart
247,247,  sentence picture hit right giggle dick gorgeous
248,248,  get great suggestion nature base name fit nearly origin perfectly fine mix vietnamese norwegian british thank advance
249,249,  get sister call Kaja pronounce Kaya Norwegian lovely
250,250,  Amaiya Maya Mika Amira especially love Amaiya heartbroken use niece
251,251,  like girl niece name Mika Luca far quickly popular use male name female think Blake Lively daughter James example wo hear twice mental picture little girl stick
252,252,  order
253,253,  comment website ready order right
254,254,  Samuel Davis James Perry
255,255,  Tora Torbergsdatter queen Norway later queen Denmark live fascinating life husband remember kind hearted person definitely strong hell
256,256,  Cornelia instead Cordelia Favourite op list Cleo rest think princessy
257,257,  would t pick fn mn ending like Logan Ryan personal preference think Jameson literally mean James son love little lion reason inside joke lion king Ari Ari Logan probably pick name list
258,258,  Tora queen Norway grow daughter king man king Norway country Tora later marry king son take throne vike queen Awesome
259,259,  Scandinavia Sren Sren sound basically ea word learn roll r ya know
260,260,  norwegian boy parent gon na Fabian find girl originally want Martine Mar tee neh peaking time end call Regine Reg ee neh hard d pressure ee uncommon apparently common year time Regine Regina common version mum think pretty end want bit tomboy ish agree day meet girl Regine meet middle Lone Regine Lo neh Reg ee neh parent actually get idea ask parent okay use happen bear date
261,261,  think wrong actually like Ezra girl boy probably Reigh Raine mn Boy name girl increasingly popular personally think good thing help create acceptance term gender issue mean child free identify whichever gender want people open fact people obvious gender obviously easily portray clothe hair etc actually like blur line little bit example Blake Lively boy name daughter James probably James girl Blake Ezra unisex lovely name Edit Punctuation
262,262,  sister call Kaja pronounce kay norwegian
263,263,  niece call Amaya think absolutely beautiful nn Mai Mai adorable
264,264,  Cassius Hudson sound fine cash die call child cash Got cash cash gon na rapper Cash cash money man sound like absolutely terrible nickname teenager think gangster run sell drug guess cash Edit pronounce cas ee cashu
265,265,  Elenora
266,266,  agree think call Link cut thing think people think game character positive case
267,267,  good book musical instrument preferably piano laugh cry come guy home see south park style Darth Vader plush toy display bookshelf world absolutely love
268,268,  film Tweety travel world find literally google find film call English know call Jorden rundt me Pip Norwegian freaking love film ARRRRGHENTINA instead Argentina
269,269,  concerned future uni atm terrify get good job able kid pass exam have money buy house care kid stay hopeful thing want basically terrify happy life
270,270,  Fucking Katie Hopkins
271,271,  Chuck Bass
272,272,  perfect childhood rough teenage year come learn independent new country
273,273,  learn play piano fluent language dive shark swim whale child travel world spontaneous big die right mad feeling
274,274,  housemate dirty dish bed stack dining table visible peace paper shame disgust way
275,275,  inability long period time look comfort
276,276,  bring book magazine psp etc bring headphone drink alcohol
277,277,  Gabriel Iglesias Jimmy Carr Lee Evans
278,278,  Marley Marley little prince fuck sad story owner Hachiko film fact base legend statue dog train station make bad
279,279,  Gift mean poison marry norwegian awkward silence
280,280,  BANANAHAMMOCK scream terror
281,281,  pretend speak language
282,282,  explosive diarrhoea day eat shoot like bit shake ketchup bottle pint chocolate milk feel chocolate milk man pretty fucking fantastic
283,283,  research find like like talk etc find read know use bond bring small gift thank stay like wine buy bottle wine maybe area let know term work private people share private information boyfriend tell possible write thing like prepare icebreaker point bond go situation
284,284,  ask fm think year old thing damn
285,285,  awesome thing year ago move London Norway regret choice turn relationship feel handle bring multiple time boyfriend share apartment year change go look engagement ring know unhappy end move day couple month later plane London know love minute yes lonely homesick time lot distraction plan move time soon great feeling make huge life change direction want help able live life exactly want have critique constantly freedom sure willing
286,286,  hour date call bf damn think calm gon na end scare come desperate
287,287,  kid
288,288,  ask parent live
289,289,  try high north winter
290,290,  parachute
291,291,  bring girl event
292,292,  hear hear
293,293,  cut poor guy loose
294,294,  thank think know wants think situation confuse bit overwhelm time time need ground stand speak try come change way feel love appreciated month make difference thank advice
295,295,  girl likely sort emotional trauma know personally like throw experience scare string male friend probably know see bet act flirty hope maybe future happen want commitment need charge tell straight forward expect need tell stay relationship freak stand ground push testing limit try twist relationship suppose equal benefit need support flirt guy easiest quick way Stand ground adapt stay run up run dodged bullet Good Keanu
296,296,  basically bf go flow scared past experience situation international student take month label bf gf advice stress relax enjoy ride come point year introduce guy see conversation take month naturally come conversation friend yeah girlfriend dude look good yeah guess little teenage giggle ask ready scare
297,297,  make sense conversation time keep say need action ask kind action want way say know feel like want kind grand gesture love grand gesture type person think concerned heart far line wo able handle usual calm manner realise
298,298,  understand come gon na act normal happen obviously trust issue come confident actually want likely change mind working want normally relationship start working month situation completely understand new scary worth work relationship point choose care want instead like problem let leave
299,299,  work structure plan skype phone session thing worry fact emotional practical bothering need right away calm let talk calmly mention time feel right structuring think time comfort work family gathering home actually time neglect friend family bit sleep trust try FaceTime face hear voice reflect schedule skype date bit way Thanks anyways
300,300,  casual thing drinking flatmate start share experience happen friendship flirting time share definitely saint think take aback casualness topic
301,301,  happen bf actually resort drink limit hope time change fairly fresh couple hopefully positive experience get confident relationship away drink limit relaxed talk tomorrow type couple shit go right right now type
302,302,  actively try interact building bond dog exe massive rottweiler grow big dog huge particularly like think rough explosive clear rule take walk ex start try know let know rule slowly surely start behave well know allow want find love boil egg love play hide seek shy poop people hide bush nose stick business make close impossible pick massive unpredictable body great friend explosive trait bf love play fight etc learn set rule bond way bad yes show bf know see relationship fun see little bit scary big dog big jaw play bite arm having raise dog bit
